iter	Logloss
516	0.2187267848
517	0.2183934457
518	0.2180721392
519	0.217898516
520	0.2175933402
521	0.2173091561
522	0.217134225
523	0.2167067174
524	0.2164110674
525	0.216096889
526	0.2158703613
527	0.2156737627
528	0.2152946254
529	0.2149688285
530	0.2147766113
531	0.214455828
532	0.2141459002
533	0.2138708714
534	0.2136530195
535	0.2133329773
536	0.2131069074
537	0.2129554531
538	0.2127686637
539	0.2123271397
540	0.2120329067
541	0.2117307173
542	0.2115287999
543	0.2112723432
544	0.2109470694
545	0.2107482474
546	0.2105255345
547	0.2102544294
548	0.2100695147
549	0.2097920663
550	0.2094102914
551	0.2091883196
552	0.2089041792
553	0.2087781198
554	0.2085983494
555	0.208367266
556	0.2079865374
557	0.2077828108
558	0.2075804792
559	0.2075625174
560	0.207263031
561	0.2070641218
562	0.2068896048
563	0.2065761021
564	0.206305651
565	0.206094186
566	0.2058082363
567	0.2055426461
568	0.2051199341
569	0.2049137006
570	0.2049115862
571	0.2046798706
572	0.2043936157
573	0.2041841779
574	0.2039583915
575	0.203608551
576	0.2034624372
577	0.2032085092
578	0.2030296544
579	0.2027117048
580	0.202459368
581	0.2021281215
582	0.201928275
583	0.2016404942
584	0.2013813128
585	0.2010905893
586	0.2008874076
587	0.2005612183
588	0.2003726196
589	0.2001099069
590	0.1997928074
591	0.1996235439
592	0.1994370379
593	0.1991536604
594	0.1989537048
595	0.1987338693
596	0.1983755493
597	0.1981145804
598	0.1978620693
599	0.1976937212
600	0.1974866377
601	0.1972630092
602	0.1969700841
603	0.1967780631
604	0.1965855626
605	0.1964983477
606	0.1962993513
607	0.1961251831
608	0.1957171195
609	0.195528826
610	0.1952379935
611	0.1950172642
612	0.1947746495
613	0.1945562308
614	0.1943266296
615	0.1941082328
616	0.1938776943
617	0.193583701
618	0.1932634844
619	0.1929348319
620	0.192729187
621	0.1925348772
622	0.1922097124
623	0.1919712176
624	0.1916552734
625	0.1914246259
626	0.1911240932
627	0.1909234183
628	0.1907264491
629	0.1905662537
630	0.1902853394
631	0.1899987357
632	0.1898291016
633	0.1895511954
634	0.1892761884
635	0.1889265224
636	0.1887154497
637	0.1884647914
638	0.1881850324
639	0.1878854588
640	0.1875117711
641	0.1872103882
642	0.186915632
643	0.1866854858
644	0.1865405709
645	0.1862501962
646	0.1860629272
647	0.185849326
648	0.1856112235
649	0.1853461129
650	0.1850241961
651	0.1848441424
652	0.184589495
653	0.1844205584
654	0.1843040902
655	0.1839686366
656	0.1838087899
657	0.183605739
658	0.183442143
659	0.1832062204
660	0.1829866464
661	0.1828164128
662	0.1825931222
663	0.1824101475
664	0.1821415492
665	0.1819373213
666	0.1817395673
667	0.1814659773
668	0.1811976842
669	0.1808970424
670	0.1807635934
671	0.1805211421
672	0.1802074323
673	0.1798342787
674	0.1795705087
675	0.179433572
676	0.1791676767
677	0.1788885498
678	0.1787472098
679	0.178520922
680	0.1782964434
681	0.1780071804
682	0.1776392691
683	0.1774305943
684	0.1771439471
685	0.1768556213
686	0.1766733551
687	0.1765538897
688	0.1763053022
689	0.1761318207
690	0.1759675598
691	0.1757505798
692	0.1755681937
693	0.1753537096
694	0.1752763476
695	0.1751047952
696	0.1749687958
697	0.1747676304
698	0.1744771576
699	0.1742403085
700	0.1739275687
701	0.1737774658
702	0.173635134
703	0.1734075492
704	0.1731663513
705	0.1729749952
706	0.172893971
707	0.1727188001
708	0.1725520325
709	0.1724306161
710	0.1722308023
711	0.1720790318
712	0.171881158
713	0.1716143581
714	0.1713720158
715	0.1712905884
716	0.1711249869
717	0.1710051509
718	0.1708223506
719	0.1706001609
720	0.170324598
721	0.1699755968
722	0.1695692989
723	0.1693836757
724	0.1691752734
725	0.1689787401
726	0.1687809971
727	0.1686683001
728	0.1683670698
729	0.1680934797
730	0.1678865596
731	0.1677629525
732	0.1675990731
733	0.1674002293
734	0.1671071952
735	0.1669124058
736	0.1667684937
737	0.1665511322
738	0.1663087136
739	0.1661548506
740	0.1658688899
741	0.1657365962
742	0.1655695343
743	0.1653041186
744	0.1651279994
745	0.1649001639
746	0.1647188459
747	0.1645137896
748	0.1643254307
749	0.164145159
750	0.1639450073
751	0.1637076024
752	0.1635432434
753	0.1633959634
754	0.1632147653
755	0.1629764666
756	0.1627218083
757	0.1625482941
758	0.1622339739
759	0.1620251138
760	0.1618101501
761	0.1616030012
762	0.1613884626
763	0.1611153194
764	0.1609247698
765	0.1606551034
766	0.1605236162
767	0.1604661778
768	0.1602856881
769	0.1600596619
770	0.1597313799
771	0.1594766998
772	0.1591842542
773	0.1589333017
774	0.1586694554
775	0.1584687478
776	0.1583544922
777	0.1581156485
778	0.1578448268
779	0.1575961958
780	0.1574268777
781	0.1571990531
782	0.156967708
783	0.1567825753
784	0.1565444837
785	0.1563557761
786	0.1561941746
787	0.1560727038
788	0.1558244215
789	0.1555755179
790	0.1553537423
791	0.155045929
792	0.1548676409
793	0.154661571
794	0.1544964273
795	0.1543393925
796	0.1540799822
797	0.1537891279
798	0.1536695426
799	0.1534625026
800	0.1531597355
801	0.1529427883
802	0.1527862113
803	0.1525053951
804	0.1521643502
805	0.1519516863
806	0.1517457472
807	0.1514931379
808	0.1512805394
809	0.1511098807
810	0.15078125
811	0.1506254251
812	0.1504182543
813	0.1503222874
814	0.1500801849
815	0.1499496678
816	0.1498414394
817	0.1495959909
818	0.1494273376
819	0.1492120143
820	0.1490922328
821	0.1487966701
822	0.1485153634
823	0.1483399636
824	0.1481504386
825	0.1480406407
826	0.1478301348
827	0.1477088274
828	0.1474782998
829	0.14727005
830	0.1471272605
831	0.146820112
832	0.1466918073
833	0.1465098681
834	0.1463719831
835	0.1461879403
836	0.1460773795
837	0.1459881701
838	0.1457925415
839	0.1456664603
840	0.1454112026
841	0.1453519985
842	0.1451012312
843	0.1449545288
844	0.144754922
845	0.1445349666
846	0.1443888637
847	0.1442478398
848	0.1441260202
849	0.1440070343
850	0.1438158962
851	0.1436309378
852	0.1434410967
853	0.1433357457
854	0.1431843022
855	0.1430021449
856	0.1428253828
857	0.1426713344
858	0.1424177115
859	0.1421573748
860	0.1420523616
861	0.1418685913
862	0.1416573879
863	0.1414567348
864	0.141298621
865	0.141108333
866	0.1408810425
867	0.1407405635
868	0.1405972617
869	0.140499758
870	0.140286353
871	0.1401140812
872	0.1400247628
873	0.1399152592
874	0.1396487972
875	0.1394676426
876	0.1392906189
877	0.139138467
878	0.1389448329
879	0.1387905666
880	0.1386247907
881	0.1385298811
882	0.1382472883
883	0.1380016436
884	0.1378065927
885	0.1377008275
886	0.1375707572
887	0.1374579947
888	0.1371829006
889	0.136965441
890	0.1368120902
891	0.1365970721
892	0.1364739118
893	0.1362566049
894	0.1360483115
895	0.1359271894
896	0.1357342965
897	0.1355044556
898	0.135347083
899	0.1352204677
900	0.13500303
901	0.1348047965
902	0.1345719474
903	0.1344361441
904	0.1343536268
905	0.1342170606
906	0.1340577916
907	0.1339268276
908	0.1336614445
909	0.1334941646
910	0.1333263833
911	0.1331190709
912	0.1329765974
913	0.1328372301
914	0.1326827676
915	0.1325179618
916	0.1323058101
917	0.1321748461
918	0.1320796531
919	0.1319357191
920	0.1318669673
921	0.131743491
922	0.1315186201
923	0.1313816616
924	0.1311545781
925	0.1310479627
926	0.1308572824
927	0.1306594195
928	0.1305422756
929	0.130370963
930	0.1301967948
931	0.1300182234
932	0.1298597717
933	0.1296826608
934	0.1295536041
935	0.1294316319
936	0.1292000689
937	0.1290159825
938	0.1288005284
939	0.1285903059
940	0.1284034293
941	0.1283022744
942	0.1280830274
943	0.1279441507
944	0.127862636
945	0.1277052743
946	0.1275059073
947	0.1273782785
948	0.1271986825
949	0.1270268467
950	0.1268866076
951	0.1267818996
952	0.1266070557
953	0.1264433725
954	0.12626891
955	0.1262188285
956	0.1260345677
957	0.1258193752
958	0.1255452837
959	0.125412881
960	0.125264849
961	0.125106005
962	0.1250211661
963	0.1248021371
964	0.1246897452
965	0.1245472281
966	0.1244112287
967	0.1242102923
968	0.1240600804
969	0.1239242772
970	0.1236967577
971	0.1236061205
972	0.1234032767
973	0.1231868526
974	0.1230638341
975	0.1228974043
976	0.1227634321
977	0.1226121085
978	0.1224545942
979	0.1222824533
980	0.1222028351
981	0.1220630101
982	0.1219542367
983	0.121855447
984	0.1216702924
985	0.1214970725
986	0.1214181519
987	0.1212658037
988	0.1210999952
989	0.1209453256
990	0.1207999093
991	0.120624782
992	0.1204763249
993	0.1203637913
994	0.1202171762
995	0.1200458963
996	0.1198538644
997	0.1197394889
998	0.1195358494
999	0.1194157628
