iter	Passed	Remaining
347	3979	7456
348	3989	7441
349	3998	7426
350	4009	7414
351	4019	7400
352	4029	7385
353	4039	7372
354	4051	7360
355	4061	7347
356	4071	7333
357	4082	7320
358	4093	7308
359	4103	7295
360	4113	7281
361	4123	7268
362	4133	7253
363	4143	7240
364	4153	7225
365	4163	7211
366	4172	7197
367	4182	7182
368	4192	7169
369	4202	7155
370	4213	7143
371	4222	7128
372	4232	7114
373	4244	7103
374	4254	7090
375	4264	7077
376	4275	7065
377	4284	7050
378	4295	7037
379	4305	7024
380	4315	7011
381	4325	6997
382	4334	6982
383	4344	6969
384	4355	6957
385	4364	6942
386	4373	6927
387	4383	6913
388	4394	6901
389	4404	6888
390	4414	6875
391	4423	6861
392	4433	6847
393	4443	6834
394	4453	6821
395	4464	6809
396	4474	6796
397	4483	6782
398	4494	6769
399	4504	6756
400	4514	6743
401	4524	6729
402	4535	6718
403	4545	6705
404	4554	6691
405	4564	6677
406	4573	6664
407	4584	6651
408	4594	6639
409	4604	6626
410	4620	6621
411	4639	6622
412	4655	6616
413	4669	6610
414	4683	6601
415	4694	6589
416	4704	6576
417	4713	6562
418	4724	6550
419	4733	6536
420	4744	6525
421	4755	6513
422	4765	6501
423	4775	6487
424	4786	6475
425	4796	6463
426	4807	6450
427	4818	6439
428	4828	6427
429	4839	6415
430	4850	6403
431	4860	6390
432	4871	6378
433	4881	6366
434	4890	6352
435	4901	6340
436	4913	6330
437	4926	6320
438	4937	6309
439	4948	6298
440	4960	6287
441	4969	6273
442	4978	6260
443	4988	6247
444	4998	6234
445	5009	6222
446	5019	6209
447	5028	6196
448	5038	6183
449	5049	6171
450	5060	6160
451	5071	6148
452	5080	6135
453	5091	6123
454	5102	6112
455	5113	6099
456	5122	6086
457	5133	6075
458	5143	6062
459	5153	6050
460	5164	6037
461	5174	6025
462	5183	6012
463	5193	5999
464	5203	5986
465	5212	5973
466	5221	5959
467	5232	5947
468	5242	5935
469	5251	5922
470	5261	5909
471	5271	5896
472	5281	5884
473	5291	5871
474	5301	5859
475	5311	5847
476	5321	5835
477	5332	5823
478	5341	5809
479	5350	5796
480	5361	5785
481	5371	5773
482	5382	5761
483	5392	5749
484	5403	5737
485	5413	5725
486	5423	5713
487	5434	5701
488	5443	5688
489	5453	5676
490	5465	5665
491	5475	5653
492	5487	5643
493	5496	5630
494	5507	5618
495	5518	5608
496	5529	5596
497	5539	5583
498	5550	5572
499	5560	5560
500	5570	5548
501	5580	5535
502	5591	5524
503	5602	5513
504	5613	5501
505	5623	5490
506	5635	5479
507	5646	5468
508	5656	5456
509	5666	5444
510	5676	5431
511	5686	5419
512	5696	5407
513	5707	5396
514	5716	5383
515	5727	5372
516	5737	5360
517	5748	5348
518	5757	5336
519	5767	5323
520	5778	5312
521	5789	5301
522	5798	5288
523	5808	5276
524	5818	5264
525	5829	5252
526	5841	5242
527	5851	5231
528	5868	5224
529	5878	5213
530	5889	5201
531	5900	5190
532	5909	5178
533	5919	5166
534	5930	5154
535	5940	5142
536	5950	5130
537	5961	5119
538	5972	5107
539	5983	5096
540	5994	5085
541	6004	5074
542	6015	5062
543	6025	5050
544	6036	5039
545	6046	5027
546	6056	5015
547	6067	5004
548	6078	4993
549	6088	4981
550	6097	4969
551	6107	4957
552	6118	4945
553	6127	4933
554	6137	4921
555	6147	4908
556	6157	4897
557	6167	4885
558	6178	4874
559	6188	4862
560	6198	4850
561	6208	4838
562	6222	4830
563	6235	4820
564	6248	4810
565	6260	4800
566	6273	4791
567	6286	4781
568	6300	4772
569	6314	4763
570	6326	4753
571	6337	4741
572	6348	4731
573	6359	4719
574	6370	4708
575	6380	4696
576	6390	4684
577	6401	4673
578	6411	4661
579	6420	4649
580	6430	4637
581	6439	4625
582	6449	4613
583	6459	4601
584	6468	4589
585	6478	4577
586	6489	4565
587	6499	4554
588	6509	4542
589	6518	4529
590	6528	4517
591	6538	4506
592	6549	4494
593	6558	4483
594	6568	4471
595	6578	4459
596	6588	4447
597	6598	4435
598	6608	4424
599	6617	4411
600	6627	4399
601	6638	4388
602	6648	4376
603	6658	4365
604	6667	4353
605	6677	4341
606	6686	4329
607	6697	4317
608	6706	4305
609	6716	4294
610	6727	4283
611	6737	4271
612	6748	4260
613	6758	4248
614	6768	4237
615	6778	4225
616	6788	4214
617	6798	4202
618	6808	4190
619	6819	4179
620	6829	4167
621	6839	4156
622	6849	4145
623	6859	4133
624	6870	4122
625	6879	4110
626	6889	4098
627	6900	4087
628	6911	4076
629	6921	4065
630	6931	4053
631	6941	4041
632	6950	4029
633	6960	4018
634	6970	4006
635	6980	3994
636	6990	3983
637	7001	3972
638	7011	3961
639	7021	3949
640	7031	3937
641	7041	3926
642	7051	3915
643	7061	3903
644	7070	3891
645	7081	3880
646	7091	3868
647	7100	3857
648	7110	3845
649	7120	3834
650	7130	3822
651	7139	3810
652	7149	3799
653	7159	3787
654	7169	3776
655	7179	3764
656	7188	3752
657	7198	3741
658	7208	3729
659	7218	3718
660	7227	3706
661	7236	3695
662	7247	3683
663	7257	3672
664	7268	3661
665	7278	3650
666	7288	3638
667	7298	3627
668	7307	3615
669	7317	3604
670	7327	3592
671	7336	3581
672	7346	3569
673	7357	3558
674	7366	3546
675	7378	3536
676	7389	3525
677	7399	3514
678	7410	3503
679	7420	3491
680	7429	3480
681	7448	3473
682	7464	3464
683	7479	3455
684	7492	3445
685	7507	3436
686	7521	3426
687	7534	3416
688	7549	3407
689	7560	3396
690	7570	3385
691	7581	3374
692	7593	3364
693	7604	3352
694	7614	3341
695	7624	3330
696	7635	3319
697	7645	3307
698	7656	3296
699	7667	3285
700	7677	3274
701	7691	3264
702	7700	3253
703	7710	3241
704	7720	3230
705	7731	3219
706	7741	3208
707	7750	3196
708	7760	3185
709	7771	3174
710	7781	3163
711	7791	3151
712	7802	3140
713	7811	3129
714	7822	3118
715	7832	3106
716	7841	3095
717	7851	3083
718	7861	3072
719	7872	3061
720	7882	3050
721	7892	3038
722	7902	3027
723	7912	3016
724	7922	3004
725	7931	2993
726	7944	2983
727	7953	2971
728	7963	2960
729	7973	2949
730	7984	2938
731	7993	2926
732	8003	2915
733	8013	2903
734	8023	2892
735	8035	2882
736	8044	2870
737	8054	2859
738	8066	2848
739	8076	2837
740	8086	2826
741	8096	2815
742	8106	2803
743	8116	2792
744	8126	2781
745	8137	2770
746	8146	2759
747	8156	2747
748	8167	2737
749	8177	2725
750	8187	2714
751	8197	2703
752	8208	2692
753	8217	2681
754	8227	2669
755	8237	2658
756	8246	2647
757	8257	2636
758	8266	2624
759	8277	2613
760	8287	2602
761	8297	2591
762	8307	2580
763	8317	2569
764	8326	2557
765	8336	2546
766	8345	2535
767	8354	2523
768	8363	2512
769	8373	2501
770	8382	2489
771	8391	2478
772	8400	2466
773	8409	2455
774	8419	2444
775	8428	2432
776	8437	2421
777	8447	2410
778	8456	2398
779	8465	2387
780	8474	2376
781	8483	2365
782	8493	2353
783	8503	2342
784	8513	2331
785	8523	2320
786	8534	2309
787	8543	2298
788	8553	2287
789	8563	2276
790	8573	2265
791	8582	2254
792	8592	2243
793	8602	2231
794	8612	2220
795	8623	2210
796	8633	2199
797	8643	2187
798	8653	2176
799	8664	2166
800	8674	2155
801	8684	2143
802	8693	2132
803	8704	2122
804	8715	2111
805	8725	2100
806	8736	2089
807	8746	2078
808	8757	2067
809	8767	2056
810	8777	2045
811	8787	2034
812	8798	2023
813	8808	2012
814	8817	2001
815	8827	1990
816	8837	1979
817	8847	1968
818	8858	1957
819	8869	1946
820	8881	1936
821	8890	1925
822	8900	1914
823	8910	1903
824	8921	1892
825	8930	1881
826	8941	1870
827	8950	1859
828	8961	1848
829	8970	1837
830	8980	1826
831	8989	1815
832	8998	1804
833	9008	1793
834	9019	1782
835	9028	1771
836	9038	1760
837	9048	1749
838	9058	1738
839	9069	1727
840	9078	1716
841	9089	1705
842	9099	1694
843	9109	1683
844	9119	1672
845	9129	1661
846	9140	1651
847	9150	1640
848	9160	1629
849	9170	1618
850	9180	1607
851	9190	1596
852	9201	1585
853	9212	1574
854	9221	1563
855	9232	1553
856	9242	1542
857	9254	1531
858	9264	1520
859	9274	1509
860	9284	1498
861	9295	1488
862	9306	1477
863	9316	1466
864	9326	1455
865	9335	1444
866	9346	1433
867	9356	1422
868	9366	1411
869	9376	1401
870	9387	1390
871	9396	1379
872	9406	1368
873	9417	1357
874	9427	1346
875	9436	1335
876	9446	1324
877	9457	1314
878	9467	1303
879	9477	1292
880	9487	1281
881	9497	1270
882	9508	1259
883	9518	1249
884	9528	1238
885	9539	1227
886	9549	1216
887	9560	1205
888	9570	1195
889	9581	1184
890	9590	1173
891	9600	1162
892	9610	1151
893	9620	1140
894	9630	1129
895	9640	1119
896	9650	1108
897	9660	1097
898	9669	1086
899	9681	1075
900	9692	1064
901	9702	1054
902	9711	1043
903	9721	1032
904	9732	1021
905	9742	1010
906	9752	999
907	9761	989
908	9771	978
909	9781	967
910	9790	956
911	9801	945
912	9810	934
913	9820	924
914	9831	913
915	9841	902
916	9851	891
917	9861	880
918	9871	870
919	9881	859
920	9891	848
921	9900	837
922	9909	826
923	9920	816
924	9930	805
925	9941	794
926	9950	783
927	9960	772
928	9970	762
929	9980	751
930	9990	740
931	10001	729
932	10010	718
933	10020	708
934	10029	697
935	10039	686
936	10049	675
937	10059	664
938	10068	654
939	10077	643
940	10087	632
941	10098	621
942	10108	611
943	10118	600
944	10128	589
945	10137	578
946	10147	567
947	10158	557
948	10168	546
949	10178	535
950	10188	524
951	10198	514
952	10208	503
953	10217	492
954	10227	481
955	10238	471
956	10247	460
957	10258	449
958	10267	438
959	10277	428
960	10288	417
961	10297	406
962	10307	396
963	10317	385
964	10326	374
965	10337	363
966	10346	353
967	10356	342
968	10366	331
969	10377	320
970	10387	310
971	10397	299
972	10407	288
973	10416	278
974	10426	267
975	10436	256
976	10446	245
977	10457	235
978	10466	224
979	10477	213
980	10487	203
981	10496	192
982	10506	181
983	10516	171
984	10526	160
985	10536	149
986	10547	138
987	10556	128
988	10567	117
989	10578	106
990	10588	96
991	10598	85
992	10608	74
993	10618	64
994	10628	53
995	10638	42
996	10647	32
997	10656	21
998	10667	10
999	10677	0
