iter	Logloss
0	0.6874266372
1	0.6794508872
2	0.6732727949
3	0.6674686719
4	0.6614117931
5	0.6543173685
6	0.6484606232
7	0.6427652384
8	0.6376136588
9	0.6327451537
10	0.6275936187
11	0.6225695642
12	0.6180216885
13	0.6129578263
14	0.6078572908
15	0.6030166943
16	0.5974912065
17	0.5932721247
18	0.5884476835
19	0.5837642028
20	0.5796192107
21	0.5754671884
22	0.5715944828
23	0.5678619688
24	0.5636277003
25	0.5597042437
26	0.5553321715
27	0.5517109902
28	0.5475768961
29	0.5438872413
30	0.5386328733
31	0.5344598376
32	0.5314666753
33	0.5286196283
34	0.5252495673
35	0.5220549289
36	0.5188255346
37	0.5159275549
38	0.5127919208
39	0.5090637603
40	0.5064154947
41	0.5034943531
42	0.5000931096
43	0.4980116443
44	0.4956764592
45	0.4933393357
46	0.488895495
47	0.4864620251
48	0.4843121542
49	0.4815638626
50	0.4796346599
51	0.4772678793
52	0.4739722786
53	0.4714845329
54	0.4687622636
55	0.4663094649
56	0.4638716006
57	0.4618852102
58	0.459304932
59	0.4573596333
60	0.4549183843
61	0.4523169266
62	0.4497710742
63	0.4470726774
64	0.4452195699
65	0.4429002997
66	0.4407510192
67	0.4390644222
68	0.4373801772
69	0.4351647203
70	0.4332622139
71	0.4313724574
72	0.4292630026
73	0.4271584213
74	0.4252030569
75	0.4234833724
76	0.4210506937
77	0.4190661668
78	0.4172135426
79	0.4155756055
80	0.413834352
81	0.4121801632
82	0.4107836275
83	0.4097797986
84	0.4081709142
85	0.4062044798
86	0.4047485611
87	0.4028288251
88	0.4014585879
89	0.4003378771
90	0.3987330011
91	0.3974825647
92	0.3957127162
93	0.394369268
94	0.3930659056
95	0.391558749
96	0.3899691317
97	0.3883326369
98	0.3867540806
99	0.3859047102
100	0.3848820869
101	0.3835498864
102	0.382346936
103	0.3806315286
104	0.3793413311
105	0.3778368663
106	0.3767569074
107	0.3759313246
108	0.3748834458
109	0.3735627644
110	0.3721493921
111	0.3710932996
112	0.3697879463
113	0.3686183859
114	0.3676488958
115	0.366259355
116	0.3653863655
117	0.3639442265
118	0.3630031179
119	0.3621251149
120	0.3610337581
121	0.3598334196
122	0.3590703191
123	0.3580983279
124	0.357528396
125	0.3565939765
126	0.3555367872
127	0.3541542479
128	0.3529699925
129	0.352273152
130	0.3512847218
131	0.3499537724
132	0.3487931765
133	0.3474199734
134	0.3461297913
135	0.3450767259
136	0.3442687712
137	0.343662841
138	0.3425083597
139	0.3416412757
140	0.3406838044
141	0.3394065334
142	0.3380291916
143	0.3368441349
144	0.3358685371
145	0.3350039579
146	0.333891173
147	0.3330355314
148	0.3323167664
149	0.3317372961
150	0.3308388341
151	0.3301545466
152	0.3295301837
153	0.3285842414
154	0.3279825746
155	0.3274162906
156	0.3267213938
157	0.3260202794
158	0.325308158
159	0.3246044157
160	0.3238999021
161	0.3230963196
162	0.3222334865
163	0.321537474
164	0.3206610867
165	0.320120227
166	0.3194946839
